"R.native","FormalUnicodeNotation","Desc","Group","Subgroup","Status","WAImpMatch"
"🚶🏻‍♀️","U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F","woman walking: light skin tone","SmileysNPeople","PersonActivity","fully-qualified","No"
"📯","U+1F4EF","postal horn","Objects","Sound","fully-qualified","No"
"🧝🏿‍♂️","U+1F9DD U+1F3FF U+200D U+2642 U+FE0F","man elf: dark skin tone","SmileysNPeople","PersonFantasy","fully-qualified","No"
"🇺🇲","U+1F1FA U+1F1F2","U.S. Outlying Islands","Flags","CountryFlags","fully-qualified","No"
"🧞","U+1F9DE","genie","SmileysNPeople","PersonFantasy","fully-qualified","No"
"🧞‍♀️","U+1F9DE U+200D U+2640 U+FE0F","woman genie","SmileysNPeople","PersonFantasy","fully-qualified","No"
"🏳️‍🌈","U+1F3F3 U+FE0F U+200D U+1F308","rainbow flag","Flags","Flags","fully-qualified","No"
"🧞‍♂️","U+1F9DE U+200D U+2642 U+FE0F","man genie","SmileysNPeople","PersonFantasy","fully-qualified","No"
"🎙","U+1F399","studio microphone","Objects","Music","non-fully-qualified","No"
"🧟","U+1F9DF","zombie","SmileysNPeople","PersonFantasy","fully-qualified","No"
"🧟‍♀️","U+1F9DF U+200D U+2640 U+FE0F","woman zombie","SmileysNPeople","PersonFantasy","fully-qualified","No"
"🏃🏻","U+1F3C3 U+1F3FB","person running: light skin tone","SmileysNPeople","PersonActivity","fully-qualified","No"
"🧟‍♂️","U+1F9DF U+200D U+2642 U+FE0F","man zombie","SmileysNPeople","PersonFantasy","fully-qualified","No"
"〰️","U+3030 U+FE0F","wavy dash","Symbols","Other","fully-qualified","No"
"🙍","U+1F64D","person frowning","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙍🏻","U+1F64D U+1F3FB","person frowning: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"💁🏽","U+1F481 U+1F3FD","person tipping hand: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙍🏽","U+1F64D U+1F3FD","person frowning: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"💁🏿","U+1F481 U+1F3FF","person tipping hand: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙍🏿","U+1F64D U+1F3FF","person frowning: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🤷🏻‍♂️","U+1F937 U+1F3FB U+200D U+2642 U+FE0F","man shrugging: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"⃣","U+0023 U+20E3","keycap: #","Symbols","KeyCap","non-fully-qualified","No"
"📱","U+1F4F1","mobile phone","Objects","Phone","fully-qualified","No"
"⃣","U+002A U+20E3","keycap: *","Symbols","KeyCap","non-fully-qualified","No"
"☎️","U+260E U+FE0F","telephone","Objects","Phone","fully-qualified","No"
"⃣","U+0030 U+20E3","keycap: 0","Symbols","KeyCap","non-fully-qualified","No"
"📞","U+1F4DE","telephone receiver","Objects","Phone","fully-qualified","No"
"⃣","U+0031 U+20E3","keycap: 1","Symbols","KeyCap","non-fully-qualified","No"
"🍽️","U+1F37D U+FE0F","fork and knife with plate","FoodNDrink","FoodDishes","fully-qualified","No"
"⃣","U+0032 U+20E3","keycap: 2","Symbols","KeyCap","non-fully-qualified","No"
"🚴🏾‍♂️","U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F","man biking: medium-dark skin tone","SmileysNPeople","PersonSport","fully-qualified","No"
"⃣","U+0033 U+20E3","keycap: 3","Symbols","KeyCap","non-fully-qualified","No"
"🙍‍♀️","U+1F64D U+200D U+2640 U+FE0F","woman frowning","SmileysNPeople","PersonGesture","fully-qualified","No"
"⃣","U+0034 U+20E3","keycap: 4","Symbols","KeyCap","non-fully-qualified","No"
"🖨️","U+1F5A8 U+FE0F","printer","Objects","Computer","fully-qualified","No"
"⃣","U+0035 U+20E3","keycap: 5","Symbols","KeyCap","non-fully-qualified","No"
"⌨️","U+2328 U+FE0F","keyboard","Objects","Computer","fully-qualified","No"
"⃣","U+0036 U+20E3","keycap: 6","Symbols","KeyCap","non-fully-qualified","No"
"🙍🏽‍♀️","U+1F64D U+1F3FD U+200D U+2640 U+FE0F","woman frowning: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"⃣","U+0037 U+20E3","keycap: 7","Symbols","KeyCap","non-fully-qualified","No"
"🙍🏾‍♀️","U+1F64D U+1F3FE U+200D U+2640 U+FE0F","woman frowning: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"⃣","U+0038 U+20E3","keycap: 8","Symbols","KeyCap","non-fully-qualified","No"
"🙍🏿‍♀️","U+1F64D U+1F3FF U+200D U+2640 U+FE0F","woman frowning: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"⃣","U+0039 U+20E3","keycap: 9","Symbols","KeyCap","non-fully-qualified","No"
"🙎","U+1F64E","person pouting","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙎🏻","U+1F64E U+1F3FB","person pouting: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙎🏼","U+1F64E U+1F3FC","person pouting: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙎🏽","U+1F64E U+1F3FD","person pouting: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙋🏿","U+1F64B U+1F3FF","person raising hand: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙎🏿","U+1F64E U+1F3FF","person pouting: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙎‍♂️","U+1F64E U+200D U+2642 U+FE0F","man pouting","SmileysNPeople","PersonGesture","fully-qualified","No"
"🅰️","U+1F170 U+FE0F","A button (blood type)","Symbols","AlphaNum","fully-qualified","No"
"💆🏼‍♂️","U+1F486 U+1F3FC U+200D U+2642 U+FE0F","man getting massage: medium-light skin tone","SmileysNPeople","PersonActivity","fully-qualified","No"
"🏝️","U+1F3DD U+FE0F","desert island","TravelNPlaces","PlaceGeography","fully-qualified","No"
"🙎🏼‍♂️","U+1F64E U+1F3FC U+200D U+2642 U+FE0F","man pouting: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙋🏽‍♂️","U+1F64B U+1F3FD U+200D U+2642 U+FE0F","man raising hand: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🚠","U+1F6A0","mountain cableway","TravelNPlaces","TransportAir","fully-qualified","No"
"🏟️","U+1F3DF U+FE0F","stadium","TravelNPlaces","PlaceBuilding","fully-qualified","No"
"🙎🏾‍♂️","U+1F64E U+1F3FE U+200D U+2642 U+FE0F","man pouting: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"ℹ️","U+2139 U+FE0F","information","Symbols","AlphaNum","fully-qualified","No"
"🙎🏿‍♂️","U+1F64E U+1F3FF U+200D U+2642 U+FE0F","man pouting: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🏗️","U+1F3D7 U+FE0F","building construction","TravelNPlaces","PlaceBuilding","fully-qualified","No"
"🙎‍♀️","U+1F64E U+200D U+2640 U+FE0F","woman pouting","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙋🏻‍♀️","U+1F64B U+1F3FB U+200D U+2640 U+FE0F","woman raising hand: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙎🏻‍♀️","U+1F64E U+1F3FB U+200D U+2640 U+FE0F","woman pouting: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙋🏼‍♀️","U+1F64B U+1F3FC U+200D U+2640 U+FE0F","woman raising hand: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙎🏼‍♀️","U+1F64E U+1F3FC U+200D U+2640 U+FE0F","woman pouting: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🏚️","U+1F3DA U+FE0F","derelict house","TravelNPlaces","PlaceBuilding","fully-qualified","No"
"🙎🏽‍♀️","U+1F64E U+1F3FD U+200D U+2640 U+FE0F","woman pouting: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙋🏾‍♀️","U+1F64B U+1F3FE U+200D U+2640 U+FE0F","woman raising hand: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙎🏾‍♀️","U+1F64E U+1F3FE U+200D U+2640 U+FE0F","woman pouting: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🏢","U+1F3E2","office building","TravelNPlaces","PlaceBuilding","fully-qualified","No"
"🙎🏿‍♀️","U+1F64E U+1F3FF U+200D U+2640 U+FE0F","woman pouting: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🏤","U+1F3E4","post office","TravelNPlaces","PlaceBuilding","fully-qualified","No"
"🙇🏻","U+1F647 U+1F3FB","person bowing: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙅🏻","U+1F645 U+1F3FB","person gesturing NO: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙇🏽","U+1F647 U+1F3FD","person bowing: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙅🏽","U+1F645 U+1F3FD","person gesturing NO: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙇🏿","U+1F647 U+1F3FF","person bowing: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙅🏿","U+1F645 U+1F3FF","person gesturing NO: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"💇🏻‍♂️","U+1F487 U+1F3FB U+200D U+2642 U+FE0F","man getting haircut: light skin tone","SmileysNPeople","PersonActivity","fully-qualified","No"
"🏭","U+1F3ED","factory","TravelNPlaces","PlaceBuilding","fully-qualified","No"
"🤸🏻","U+1F938 U+1F3FB","person cartwheeling: light skin tone","SmileysNPeople","PersonSport","fully-qualified","No"
"📑","U+1F4D1","bookmark tabs","Objects","BooksNPaper","fully-qualified","No"
"🙅🏼‍♂️","U+1F645 U+1F3FC U+200D U+2642 U+FE0F","man gesturing NO: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"⛹🏾‍♂️","U+26F9 U+1F3FE U+200D U+2642 U+FE0F","man bouncing ball: medium-dark skin tone","SmileysNPeople","PersonSport","fully-qualified","No"
"🙅🏽‍♂️","U+1F645 U+1F3FD U+200D U+2642 U+FE0F","man gesturing NO: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"💰","U+1F4B0","money bag","Objects","Money","fully-qualified","No"
"🙅🏾‍♂️","U+1F645 U+1F3FE U+200D U+2642 U+FE0F","man gesturing NO: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🕌","U+1F54C","mosque","TravelNPlaces","PlaceReligious","fully-qualified","No"
"🙅🏿‍♂️","U+1F645 U+1F3FF U+200D U+2642 U+FE0F","man gesturing NO: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"♀️","U+2640 U+FE0F","female sign","Symbols","Other","fully-qualified","No"
"🕋","U+1F54B","kaaba","TravelNPlaces","PlaceReligious","fully-qualified","No"
"♂️","U+2642 U+FE0F","male sign","Symbols","Other","fully-qualified","No"
"💁","U+1F481","person tipping hand","SmileysNPeople","PersonGesture","fully-qualified","No"
"⛸️","U+26F8 U+FE0F","ice skate","Activities","Sport","fully-qualified","No"
"🙅🏼‍♀️","U+1F645 U+1F3FC U+200D U+2640 U+FE0F","woman gesturing NO: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"👁‍🗨️","U+1F441 U+200D U+1F5E8 U+FE0F","eye in speech bubble","SmileysNPeople","Body","non-fully-qualified","No"
"🙅🏽‍♀️","U+1F645 U+1F3FD U+200D U+2640 U+FE0F","woman gesturing NO: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙇🏾‍♀️","U+1F647 U+1F3FE U+200D U+2640 U+FE0F","woman bowing: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙅🏾‍♀️","U+1F645 U+1F3FE U+200D U+2640 U+FE0F","woman gesturing NO: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"◼️","U+25FC U+FE0F","black medium square","Symbols","Geometric","fully-qualified","No"
"🙅🏿‍♀️","U+1F645 U+1F3FF U+200D U+2640 U+FE0F","woman gesturing NO: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"📦","U+1F4E6","package","Objects","Mail","fully-qualified","No"
"🙆","U+1F646","person gesturing OK","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙆🏻","U+1F646 U+1F3FB","person gesturing OK: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙆🏼","U+1F646 U+1F3FC","person gesturing OK: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙆🏽","U+1F646 U+1F3FD","person gesturing OK: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙆🏾","U+1F646 U+1F3FE","person gesturing OK: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙆🏿","U+1F646 U+1F3FF","person gesturing OK: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🙆‍♂️","U+1F646 U+200D U+2642 U+FE0F","man gesturing OK","SmileysNPeople","PersonGesture","fully-qualified","No"
"🖼️","U+1F5BC U+FE0F","framed picture","TravelNPlaces","PlaceOther","fully-qualified","No"
"🙆🏻‍♂️","U+1F646 U+1F3FB U+200D U+2642 U+FE0F","man gesturing OK: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🤼‍♀️","U+1F93C U+200D U+2640 U+FE0F","women wrestling","SmileysNPeople","PersonSport","fully-qualified","No"
"✏️","U+270F U+FE0F","pencil","Objects","Writing","fully-qualified","No"
"🚂","U+1F682","locomotive","TravelNPlaces","TransportGround","fully-qualified","No"
"🚶🏾‍♂️","U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F","man walking: medium-dark skin tone","SmileysNPeople","PersonActivity","fully-qualified","No"
"🚄","U+1F684","high-speed train","TravelNPlaces","TransportGround","fully-qualified","No"
"🙆🏾‍♂️","U+1F646 U+1F3FE U+200D U+2642 U+FE0F","man gesturing OK: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🚆","U+1F686","train","TravelNPlaces","TransportGround","fully-qualified","No"
"🙆🏿‍♂️","U+1F646 U+1F3FF U+200D U+2642 U+FE0F","man gesturing OK: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"❣️","U+2763 U+FE0F","heavy heart exclamation","SmileysNPeople","Emotion","fully-qualified","No"
"🙆‍♀️","U+1F646 U+200D U+2640 U+FE0F","woman gesturing OK","SmileysNPeople","PersonGesture","fully-qualified","No"
"🚊","U+1F68A","tram","TravelNPlaces","TransportGround","fully-qualified","No"
"🙆🏻‍♀️","U+1F646 U+1F3FB U+200D U+2640 U+FE0F","woman gesturing OK: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🏳️","U+1F3F3 U+FE0F","white flag","Flags","Flags","fully-qualified","No"
"🙆🏼‍♀️","U+1F646 U+1F3FC U+200D U+2640 U+FE0F","woman gesturing OK: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"☁️","U+2601 U+FE0F","cloud","TravelNPlaces","SkyNWeather","fully-qualified","No"
"🙆🏽‍♀️","U+1F646 U+1F3FD U+200D U+2640 U+FE0F","woman gesturing OK: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🇦🇨","U+1F1E6 U+1F1E8","Ascension Island","Flags","CountryFlags","fully-qualified","No"
"🙆🏾‍♀️","U+1F646 U+1F3FE U+200D U+2640 U+FE0F","woman gesturing OK: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🚑","U+1F691","ambulance","TravelNPlaces","TransportGround","fully-qualified","No"
"🙆🏿‍♀️","U+1F646 U+1F3FF U+200D U+2640 U+FE0F","woman gesturing OK: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🗨","U+1F5E8","left speech bubble","SmileysNPeople","Emotion","non-fully-qualified","No"
"🙋🏼‍♂️","U+1F64B U+1F3FC U+200D U+2642 U+FE0F","man raising hand: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"💁🏻","U+1F481 U+1F3FB","person tipping hand: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"💁🏼","U+1F481 U+1F3FC","person tipping hand: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🤷🏾","U+1F937 U+1F3FE","person shrugging: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"💁🏾","U+1F481 U+1F3FE","person tipping hand: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🤷‍♂️","U+1F937 U+200D U+2642 U+FE0F","man shrugging","SmileysNPeople","PersonGesture","fully-qualified","No"
"💁‍♂️","U+1F481 U+200D U+2642 U+FE0F","man tipping hand","SmileysNPeople","PersonGesture","fully-qualified","No"
"🚴🏽","U+1F6B4 U+1F3FD","person biking: medium skin tone","SmileysNPeople","PersonSport","fully-qualified","No"
"💁🏻‍♂️","U+1F481 U+1F3FB U+200D U+2642 U+FE0F","man tipping hand: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🚲","U+1F6B2","bicycle","TravelNPlaces","TransportGround","fully-qualified","No"
"💁🏼‍♂️","U+1F481 U+1F3FC U+200D U+2642 U+FE0F","man tipping hand: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🛵","U+1F6F5","motor scooter","TravelNPlaces","TransportGround","fully-qualified","No"
"💁🏽‍♂️","U+1F481 U+1F3FD U+200D U+2642 U+FE0F","man tipping hand: medium skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🛣️","U+1F6E3 U+FE0F","motorway","TravelNPlaces","TransportGround","fully-qualified","No"
"💁🏾‍♂️","U+1F481 U+1F3FE U+200D U+2642 U+FE0F","man tipping hand: medium-dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🛤️","U+1F6E4 U+FE0F","railway track","TravelNPlaces","TransportGround","fully-qualified","No"
"💁🏿‍♂️","U+1F481 U+1F3FF U+200D U+2642 U+FE0F","man tipping hand: dark skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"⛽","U+26FD","fuel pump","TravelNPlaces","TransportGround","fully-qualified","No"
"💁‍♀️","U+1F481 U+200D U+2640 U+FE0F","woman tipping hand","SmileysNPeople","PersonGesture","fully-qualified","No"
"🚥","U+1F6A5","horizontal traffic light","TravelNPlaces","TransportGround","fully-qualified","No"
"💁🏻‍♀️","U+1F481 U+1F3FB U+200D U+2640 U+FE0F","woman tipping hand: light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
"🚧","U+1F6A7","construction","TravelNPlaces","TransportGround","fully-qualified","No"
"💁🏼‍♀️","U+1F481 U+1F3FC U+200D U+2640 U+FE0F","woman tipping hand: medium-light skin tone","SmileysNPeople","PersonGesture","fully-qualified","No"
